kills,damage_dealt,placement,healing_used,revives_given,headshots,assists,tier,plus_minus_points,game_type
14,499,29,707,2,18,5,Crown,50,Duo
12,895,12,589,4,14,9,Crown,50,Duo
0,1058,62,27,4,3,7,Diamond,-20,Squad
1,1206,67,260,1,2,2,Diamond,-25,Duo
7,611,4,129,1,18,7,Diamond,50,Squad
9,1120,84,776,0,18,7,Silver,50,Squad
1,913,84,345,1,14,4,Crown,2,Duo
14,967,43,346,3,10,3,Bronze,50,Duo
0,1944,9,914,1,4,8,Silver,50,Squad
17,1647,61,149,0,15,2,Gold,50,Solo
1,760,56,715,3,15,9,Platinum,16,Solo
6,1,98,721,2,2,7,Platinum,2,Squad
11,670,34,35,4,19,3,Crown,50,Duo
13,1385,71,758,1,3,0,Ace,9,Duo
11,470,53,199,1,7,6,Bronze,31,Solo
1,911,38,501,1,9,4,Diamond,34,Solo
10,1001,62,677,1,9,9,Bronze,44,Squad
10,1392,89,160,0,1,2,Crown,0,Squad
16,1777,98,390,2,15,5,Bronze,50,Solo
14,81,56,301,4,7,0,Crown,25,Squad
18,832,62,195,2,10,0,Conqueror,41,Squad
10,37,2,472,3,10,2,Silver,50,Duo
12,1149,38,743,4,14,6,Diamond,50,Solo
15,1166,38,846,0,13,1,Silver,50,Solo
13,881,14,221,3,18,5,Ace,50,Squad
0,712,45,257,0,15,8,Diamond,50,Duo
19,61,32,916,4,15,6,Bronze,50,Duo
3,1990,33,183,0,1,1,Bronze,30,Duo
6,1887,84,332,3,5,9,Gold,14,Duo
9,434,96,154,4,6,7,Diamond,18,Duo
1,682,74,55,4,8,9,Conqueror,-8,Duo
10,770,15,515,3,10,5,Crown,50,Solo
11,1563,84,977,4,7,8,Ace,26,Squad
16,1276,28,734,1,11,4,Conqueror,50,Solo
4,122,46,734,4,15,1,Conqueror,50,Squad
14,1669,48,955,3,19,0,Bronze,50,Duo
18,1305,34,156,4,13,0,Conqueror,50,Duo
7,849,59,103,1,1,2,Bronze,1,Solo
19,1536,17,774,4,13,0,Crown,50,Squad
0,1450,40,148,1,19,3,Ace,50,Squad
19,121,19,534,2,8,8,Ace,50,Squad
12,1738,45,315,3,10,5,Silver,50,Squad
0,1270,55,545,3,13,5,Ace,-4,Solo
3,1144,69,809,2,4,8,Ace,-8,Solo
13,630,19,590,4,1,1,Ace,46,Solo
19,909,99,47,1,7,7,Gold,50,Squad
7,1824,90,494,3,8,1,Ace,2,Solo
6,1922,75,244,4,0,7,Silver,2,Squad
9,1347,47,939,4,4,3,Diamond,50,Squad
5,223,69,265,3,4,3,Ace,-11,Squad
13,441,61,327,0,8,5,Gold,40,Squad
10,628,43,5,1,1,4,Gold,50,Duo
5,1036,9,863,4,11,2,Silver,50,Solo
13,1145,6,906,0,10,3,Silver,50,Solo
1,476,21,679,4,0,6,Platinum,21,Solo
1,440,59,22,0,5,8,Bronze,0,Duo
1,1636,90,128,0,15,5,Gold,13,Duo
0,95,30,493,4,8,2,Conqueror,21,Duo
12,1942,25,945,3,8,9,Bronze,50,Solo
10,1011,41,650,4,9,4,Diamond,50,Duo
11,474,86,266,4,12,8,Conqueror,32,Duo
4,573,14,453,4,6,6,Crown,38,Solo
2,1248,64,275,1,17,5,Gold,22,Squad
10,1591,72,630,3,8,8,Ace,25,Squad
10,1414,88,620,2,8,8,Platinum,27,Solo
15,1358,56,427,3,3,4,Ace,24,Squad
2,578,5,648,4,13,4,Platinum,50,Solo
18,962,14,982,3,9,1,Silver,50,Solo
3,854,73,261,2,18,3,Conqueror,11,Squad
9,906,74,64,1,7,4,Bronze,24,Duo
8,268,3,229,3,2,8,Crown,50,Solo
12,1050,39,840,0,14,8,Platinum,50,Solo
15,873,35,998,4,1,8,Platinum,50,Duo
7,1687,42,599,4,2,4,Platinum,48,Squad
13,976,28,693,2,7,0,Crown,50,Squad
19,1565,74,153,4,9,3,Diamond,50,Squad
18,967,78,616,1,6,3,Bronze,50,Duo
11,436,90,552,1,10,5,Diamond,33,Squad
3,1462,28,881,3,1,5,Bronze,40,Squad
2,1846,35,864,0,4,6,Silver,43,Squad
19,814,94,513,1,2,5,Conqueror,31,Duo
9,129,31,186,4,7,7,Crown,50,Squad
3,815,71,452,4,13,7,Silver,22,Squad
1,84,36,391,1,19,5,Platinum,50,Squad
7,178,61,185,0,9,1,Gold,14,Squad
16,1002,24,372,3,14,5,Crown,50,Duo
19,1659,57,839,3,1,8,Gold,42,Solo
17,102,74,192,3,9,5,Crown,46,Duo
10,951,76,376,3,13,8,Conqueror,31,Duo
12,1871,72,969,3,15,7,Bronze,50,Solo
17,1412,52,314,2,13,5,Diamond,50,Duo
6,1377,6,822,3,11,0,Gold,50,Squad
13,605,82,68,0,7,3,Crown,25,Duo
3,4,33,653,3,11,9,Diamond,50,Solo
1,1120,34,300,3,5,2,Ace,19,Solo
13,1474,62,294,1,11,2,Silver,37,Solo
18,129,9,519,2,17,2,Platinum,50,Duo
18,1928,6,529,3,14,0,Conqueror,50,Solo
6,711,51,814,4,13,1,Silver,20,Duo
15,651,63,657,4,10,8,Bronze,50,Solo
8,654,89,406,4,12,1,Conqueror,11,Squad
8,1790,47,387,4,7,5,Silver,50,Squad
19,753,97,518,4,4,3,Silver,47,Duo
10,1091,44,675,1,14,9,Crown,50,Squad
7,242,78,831,0,6,1,Crown,0,Solo
14,1925,43,805,2,2,4,Crown,50,Squad
17,404,7,577,3,14,3,Gold,50,Squad
13,1773,29,238,3,9,5,Bronze,50,Solo
9,1313,84,409,4,5,9,Ace,14,Solo
1,16,47,827,2,12,3,Crown,40,Duo
5,1535,7,48,0,14,8,Crown,50,Solo
0,407,41,862,0,1,7,Crown,18,Solo
0,1731,16,695,4,1,5,Conqueror,10,Solo
14,1761,50,730,4,11,3,Ace,50,Duo
8,752,41,282,3,1,3,Gold,42,Solo
15,853,94,258,2,7,2,Ace,25,Solo
17,1277,82,952,1,17,6,Silver,50,Squad
17,1125,84,792,0,18,4,Bronze,50,Solo
0,251,15,564,0,18,5,Conqueror,44,Solo
18,571,77,77,3,16,3,Gold,50,Squad
6,97,38,526,4,15,3,Platinum,50,Solo
11,966,81,979,0,13,4,Ace,28,Solo
18,210,32,89,3,13,2,Gold,50,Solo
16,1335,86,738,3,16,9,Silver,50,Solo
13,1334,56,778,4,6,8,Platinum,32,Solo
0,174,56,837,2,13,9,Crown,5,Duo
0,300,86,311,0,2,4,Crown,-28,Duo
2,621,18,776,3,5,5,Bronze,42,Duo
13,1565,80,949,0,16,8,Diamond,50,Solo
14,1550,16,367,4,18,4,Conqueror,50,Solo
0,38,60,482,0,6,9,Silver,-2,Solo
3,1182,86,415,3,0,0,Silver,-18,Solo
8,899,93,407,1,10,5,Crown,20,Squad
4,244,95,823,2,3,6,Bronze,2,Duo
12,1221,83,830,0,7,1,Silver,24,Solo
13,1969,69,574,2,14,7,Silver,50,Solo
15,679,15,721,2,9,9,Silver,50,Solo
2,895,12,703,2,15,0,Conqueror,36,Solo
19,138,8,665,4,6,1,Crown,50,Solo
14,814,64,467,3,18,3,Conqueror,47,Duo
17,262,83,823,0,6,0,Diamond,33,Duo
16,844,96,478,2,2,3,Conqueror,18,Duo
10,226,5,943,0,9,0,Diamond,50,Squad
3,1818,6,236,3,9,4,Gold,50,Duo
5,1913,73,531,2,11,7,Crown,12,Solo
7,1969,57,789,4,14,1,Ace,15,Duo
11,1143,26,333,1,9,3,Diamond,50,Solo
4,13,98,425,0,15,8,Silver,27,Solo
19,93,99,528,4,8,1,Crown,43,Duo
13,1484,51,94,3,5,9,Bronze,38,Solo
11,1100,95,941,2,14,2,Gold,38,Duo
1,482,63,821,4,7,2,Gold,-11,Squad
3,752,45,784,3,4,3,Crown,29,Duo
5,1758,88,885,2,12,1,Silver,15,Duo
15,1230,80,333,2,3,4,Crown,26,Squad
18,1358,15,959,2,9,6,Conqueror,50,Squad
10,362,47,266,0,14,0,Conqueror,50,Solo
19,772,95,228,3,11,6,Bronze,50,Duo
18,435,60,418,3,16,6,Ace,50,Solo
3,153,97,830,2,15,6,Silver,23,Duo
12,1149,89,601,0,13,4,Silver,49,Squad
0,885,10,542,4,16,5,Gold,50,Solo
8,1363,38,546,4,11,9,Silver,50,Solo
8,1571,2,777,2,9,8,Silver,50,Squad
2,838,73,474,1,0,9,Gold,-10,Duo
3,824,28,964,4,12,2,Silver,49,Solo
3,1790,30,495,3,18,9,Silver,50,Squad
14,1378,83,250,2,1,0,Ace,7,Solo
8,1948,85,780,0,11,1,Diamond,17,Squad
15,1963,58,573,0,18,9,Crown,50,Squad
12,1515,18,468,0,7,2,Crown,50,Duo
14,649,35,5,2,15,4,Platinum,50,Duo
0,1374,40,761,4,18,5,Gold,50,Duo
4,1891,63,492,0,16,6,Bronze,31,Duo
7,1831,42,924,1,5,0,Crown,40,Duo
9,1167,73,739,3,17,3,Diamond,39,Squad
19,15,92,238,1,2,2,Ace,30,Duo
12,1406,1,64,4,16,0,Conqueror,50,Squad
18,1327,79,653,1,14,3,Diamond,50,Duo
19,555,13,722,4,10,4,Bronze,50,Duo
19,1979,12,956,2,0,6,Gold,50,Duo
6,1863,33,689,4,18,2,Ace,50,Solo
6,1171,99,394,2,11,5,Gold,18,Solo
18,159,75,740,2,10,3,Bronze,50,Solo
2,1472,29,604,3,13,0,Conqueror,38,Squad
13,744,56,107,0,2,9,Platinum,31,Squad
5,41,71,852,4,1,1,Ace,-20,Duo
18,1669,92,593,1,17,4,Gold,50,Squad
7,1615,25,373,1,2,3,Platinum,38,Solo
4,27,31,337,4,2,2,Conqueror,23,Squad
18,43,30,954,2,13,6,Crown,50,Squad
12,1935,87,638,0,9,2,Bronze,35,Duo
11,443,6,433,0,16,4,Conqueror,50,Solo
5,626,17,50,4,10,1,Conqueror,36,Solo
14,1004,14,62,4,13,7,Crown,50,Solo
8,322,49,633,0,3,6,Ace,50,Squad
12,1165,98,134,1,16,5,Ace,46,Squad
10,728,74,803,0,2,0,Silver,8,Duo
18,309,81,79,0,9,2,Ace,42,Duo
18,1647,40,606,3,18,6,Diamond,50,Duo
12,220,41,554,3,10,1,Diamond,50,Solo
8,1710,27,899,4,0,8,Silver,50,Duo
17,482,73,396,2,1,0,Conqueror,14,Duo
14,849,22,116,1,1,2,Ace,50,Duo
0,1867,31,300,2,9,5,Platinum,34,Solo
19,1302,12,165,1,0,8,Platinum,50,Duo
19,1635,18,448,2,19,6,Crown,50,Duo
13,1867,82,779,0,2,9,Platinum,28,Duo
12,1759,52,641,3,10,5,Ace,26,Solo
15,352,75,573,1,9,2,Gold,37,Solo
18,1066,10,886,1,8,5,Gold,50,Duo
0,503,41,196,3,11,3,Diamond,37,Duo
10,1060,48,841,3,11,4,Bronze,50,Solo
9,920,22,171,4,6,6,Conqueror,50,Duo
2,1566,15,375,3,3,6,Platinum,33,Duo
9,1940,53,130,3,15,2,Bronze,35,Solo
16,1306,3,538,1,5,1,Crown,50,Squad
8,734,82,195,3,5,0,Gold,6,Duo
8,1498,100,528,2,10,0,Gold,16,Duo
4,650,30,735,1,1,7,Bronze,47,Squad
7,867,64,884,2,10,0,Diamond,8,Solo
10,1076,99,838,2,4,1,Conqueror,-1,Duo
0,76,33,356,4,10,2,Ace,26,Solo
9,1064,90,442,4,16,7,Bronze,50,Squad
4,1383,50,894,4,6,1,Bronze,40,Solo
4,1095,73,74,3,9,4,Platinum,5,Solo
4,641,31,473,4,10,3,Crown,42,Solo
10,351,14,605,3,4,9,Gold,50,Squad
5,1272,20,838,2,8,2,Crown,39,Solo
17,270,95,339,3,6,7,Silver,46,Solo
8,718,83,18,3,2,7,Silver,13,Duo
6,229,61,247,4,9,8,Bronze,28,Squad
9,1122,42,312,1,16,2,Platinum,50,Duo
3,1246,22,921,1,13,8,Diamond,50,Squad
13,1636,42,631,1,5,4,Conqueror,50,Solo
8,608,73,378,4,14,6,Crown,31,Squad
9,1823,60,296,0,16,8,Platinum,40,Solo
15,932,30,676,0,0,3,Platinum,50,Duo
6,1414,59,131,4,17,2,Ace,18,Solo
6,340,69,54,2,4,0,Diamond,-7,Solo
12,214,78,935,0,5,8,Platinum,27,Solo
7,246,4,502,2,12,6,Platinum,50,Squad
15,191,41,445,4,11,7,Diamond,50,Squad
13,937,65,610,3,19,8,Platinum,50,Solo
8,1148,80,140,2,6,7,Conqueror,7,Duo
7,1127,9,659,0,1,8,Crown,50,Squad
2,749,25,179,4,0,9,Crown,24,Solo
11,1313,64,915,4,17,2,Bronze,50,Squad
2,553,18,152,4,0,5,Bronze,28,Solo
10,775,71,245,2,14,8,Bronze,45,Solo
5,584,80,510,4,16,8,Bronze,37,Duo
6,543,78,368,0,3,7,Ace,-2,Solo
2,58,94,581,4,11,7,Gold,11,Squad
4,1462,65,18,1,19,9,Platinum,39,Squad
14,1186,76,614,2,1,4,Diamond,19,Duo
1,811,79,210,3,6,5,Diamond,-10,Solo
13,1971,30,809,0,5,8,Bronze,50,Solo
2,993,4,789,3,15,3,Gold,50,Squad
15,178,46,775,2,7,5,Conqueror,50,Squad
14,1000,36,790,3,13,7,Bronze,50,Duo
8,1089,34,434,3,13,9,Silver,50,Solo
15,289,94,922,0,14,5,Bronze,50,Squad
7,1347,61,566,1,16,8,Crown,36,Squad
14,1760,37,624,3,11,3,Bronze,50,Solo
18,1000,98,73,0,4,7,Ace,39,Duo
8,729,90,901,4,0,9,Ace,1,Duo
3,1316,72,815,4,4,7,Platinum,-4,Squad
17,1101,9,646,4,13,6,Bronze,50,Squad
0,1242,25,144,2,14,6,Platinum,46,Solo
15,623,47,214,0,7,6,Silver,50,Duo
16,1748,84,656,1,12,3,Diamond,44,Solo
1,1991,20,176,3,12,2,Diamond,37,Solo
18,262,78,441,2,14,7,Silver,50,Duo
8,1909,81,731,1,6,0,Platinum,5,Solo
10,1284,27,891,2,8,9,Diamond,50,Squad
9,996,71,679,0,6,2,Ace,6,Duo
6,1675,19,8,1,3,4,Crown,35,Solo
16,1860,50,118,2,6,3,Diamond,50,Solo
16,654,65,106,3,17,1,Bronze,50,Solo
1,57,85,330,1,5,3,Bronze,-8,Duo
14,139,3,397,2,4,9,Gold,50,Duo
17,104,21,620,0,7,6,Ace,50,Squad
4,786,17,956,1,2,4,Diamond,32,Duo
14,1077,67,582,3,0,6,Crown,16,Solo
6,886,25,47,3,13,0,Diamond,50,Duo
10,1791,86,330,4,13,2,Crown,26,Duo
4,597,97,443,3,11,0,Ace,-3,Solo
10,1539,23,782,0,3,0,Crown,49,Squad
19,1086,1,733,4,13,8,Conqueror,50,Squad
0,1768,40,170,2,10,9,Conqueror,34,Solo
8,1790,2,836,1,0,2,Bronze,50,Solo
0,1517,18,379,0,16,6,Conqueror,41,Solo
16,220,5,601,4,18,7,Conqueror,50,Duo
7,103,73,203,0,8,8,Conqueror,10,Duo
3,1862,29,977,4,19,4,Ace,50,Squad
9,1197,64,405,4,4,5,Platinum,12,Solo
14,1774,95,954,0,17,4,Silver,50,Solo
16,330,28,994,1,11,8,Platinum,50,Duo
1,1418,58,38,3,18,3,Bronze,20,Duo
7,1003,95,921,4,7,6,Diamond,13,Squad
18,441,21,768,2,19,6,Silver,50,Duo
1,1554,75,466,1,15,2,Ace,-1,Duo
7,1970,95,391,0,4,2,Gold,3,Duo
4,750,72,584,4,12,5,Crown,9,Duo
5,219,69,214,2,11,6,Crown,13,Squad
6,1072,17,348,2,0,5,Ace,28,Solo
4,554,37,385,0,8,9,Platinum,50,Solo
0,1408,25,881,4,11,7,Diamond,47,Squad
2,1053,80,695,0,7,4,Gold,-4,Squad
14,127,61,761,3,1,1,Ace,10,Squad
19,1777,72,624,0,0,1,Silver,32,Solo
1,1915,63,25,2,18,7,Diamond,20,Squad
10,75,72,989,3,12,0,Gold,28,Duo
17,266,92,881,1,0,9,Silver,45,Squad
5,219,54,362,0,7,2,Ace,-5,Solo
15,1201,3,580,2,4,0,Conqueror,50,Duo
17,91,80,13,3,13,3,Ace,49,Duo
13,1143,57,352,4,16,6,Platinum,49,Solo
4,413,34,802,2,7,5,Bronze,48,Solo
13,721,15,216,4,1,7,Platinum,50,Solo
8,1119,100,390,4,2,3,Ace,-4,Solo
6,123,76,221,1,14,2,Conqueror,10,Duo
8,182,20,159,1,19,8,Silver,50,Duo
7,374,24,902,4,14,9,Conqueror,50,Squad
7,1994,79,626,3,4,3,Platinum,2,Solo
8,1379,47,317,3,18,0,Platinum,50,Squad
9,776,97,900,4,17,1,Diamond,35,Squad
1,1154,16,644,4,19,3,Bronze,50,Squad
10,379,14,357,2,14,4,Crown,50,Duo
7,1526,35,862,2,8,2,Bronze,50,Duo
15,272,91,607,0,17,1,Gold,50,Solo
19,1295,96,523,4,2,2,Gold,35,Solo
9,890,49,543,1,10,3,Conqueror,50,Duo
4,626,90,60,0,17,8,Conqueror,18,Solo
10,668,85,286,3,14,9,Ace,38,Duo
11,894,30,309,0,14,1,Ace,50,Squad
2,574,32,384,1,13,8,Silver,50,Squad
16,1846,50,907,4,14,6,Gold,50,Squad
6,166,14,363,1,5,3,Crown,38,Solo
18,302,74,152,0,1,7,Ace,35,Squad
0,1657,44,23,3,13,2,Gold,48,Squad
15,961,39,316,1,14,4,Diamond,50,Squad
0,311,21,547,0,18,4,Conqueror,50,Squad
11,596,32,397,4,9,7,Platinum,50,Squad
6,786,50,744,2,7,6,Silver,50,Duo
14,1228,34,662,1,16,0,Bronze,50,Duo
9,1991,61,105,4,13,4,Gold,30,Solo
9,311,55,26,4,9,0,Ace,8,Solo
7,203,93,645,3,1,6,Silver,6,Squad
11,3,93,455,2,18,2,Platinum,49,Squad
16,1563,62,449,4,6,3,Diamond,35,Duo
12,832,2,196,3,4,2,Silver,50,Squad
0,945,75,77,3,9,9,Diamond,-2,Solo
4,463,67,64,0,18,2,Diamond,18,Solo
12,992,29,596,4,1,2,Platinum,50,Squad
13,505,37,287,0,0,2,Gold,50,Solo
1,1931,80,559,1,7,4,Silver,-4,Solo
1,168,14,912,0,12,1,Ace,32,Solo
5,658,100,173,1,1,2,Conqueror,-20,Solo
3,257,22,200,2,10,3,Crown,38,Solo
13,730,9,16,4,18,2,Ace,50,Solo
17,1290,15,39,1,4,7,Diamond,50,Squad
17,332,17,695,1,17,5,Silver,50,Squad
4,190,6,309,2,14,5,Platinum,50,Solo
3,17,11,926,2,17,9,Bronze,50,Duo
16,1556,23,353,3,12,4,Bronze,50,Squad
17,1379,66,281,1,13,2,Platinum,50,Duo
6,1578,19,249,1,5,1,Conqueror,35,Squad
1,1554,61,280,4,9,1,Ace,-16,Duo
12,1376,27,529,4,15,1,Silver,50,Squad
11,114,96,431,2,10,4,Crown,24,Solo
5,1412,69,422,4,5,3,Crown,-7,Squad
19,1235,98,525,1,3,8,Diamond,50,Squad
16,1967,14,386,1,19,8,Diamond,50,Solo
13,1483,29,5,2,2,9,Diamond,50,Squad
9,961,73,674,0,0,0,Silver,0,Duo
9,64,64,461,4,5,2,Silver,14,Duo
10,1108,34,778,4,17,7,Conqueror,50,Solo
18,884,54,894,3,10,6,Crown,50,Squad
17,148,20,479,3,15,6,Gold,50,Solo
9,220,56,137,3,12,2,Silver,30,Duo
18,1653,39,599,1,6,4,Silver,50,Solo
3,1617,29,719,2,18,9,Conqueror,50,Squad
16,57,42,363,1,3,2,Ace,50,Squad
13,403,57,3,4,11,9,Diamond,42,Solo
7,1402,36,150,3,1,0,Crown,28,Solo
11,1928,84,819,1,18,3,Ace,40,Duo
3,1262,100,153,4,11,3,Bronze,10,Solo
14,1206,65,538,3,7,9,Bronze,49,Duo
14,102,98,53,1,0,4,Platinum,19,Duo
2,1624,27,455,3,13,9,Gold,50,Duo
9,1638,85,915,3,10,3,Platinum,20,Solo
11,1717,69,280,2,7,5,Bronze,32,Duo
5,767,20,610,1,7,9,Diamond,50,Duo
0,842,53,409,1,1,2,Crown,-36,Squad
7,1528,57,51,3,13,2,Silver,25,Duo
5,238,24,882,0,6,8,Silver,50,Squad
5,656,28,11,3,13,8,Bronze,50,Duo
3,1841,5,882,3,16,1,Silver,50,Solo
4,408,59,798,2,10,9,Crown,10,Solo
0,553,51,983,0,4,9,Platinum,-11,Squad
6,418,9,195,0,1,8,Gold,50,Solo
17,871,33,148,1,6,2,Crown,50,Duo
14,1710,51,604,1,2,4,Crown,19,Duo
5,1782,51,332,1,8,1,Bronze,9,Squad
1,1277,21,293,0,10,0,Platinum,35,Duo
18,678,41,277,2,18,7,Silver,50,Duo
7,1886,67,828,3,17,7,Silver,46,Squad
5,1463,62,722,1,10,2,Diamond,5,Solo
6,1233,18,18,3,7,8,Platinum,50,Squad
18,1844,1,679,4,10,7,Diamond,50,Solo
5,1369,45,287,3,12,9,Bronze,50,Duo
10,1806,4,323,0,11,5,Silver,50,Squad
14,711,42,563,3,19,5,Bronze,50,Squad
2,421,27,793,0,4,0,Bronze,35,Squad
12,1913,4,224,3,6,6,Diamond,50,Squad
12,690,43,174,3,5,0,Silver,50,Solo
17,36,21,707,3,2,2,Crown,50,Squad
19,1390,68,259,3,1,7,Ace,36,Duo
4,718,28,624,0,4,4,Ace,35,Squad
14,1011,20,643,4,11,3,Crown,50,Duo
13,401,84,587,1,14,2,Platinum,47,Squad
6,1274,80,766,2,19,9,Gold,40,Solo
3,1657,17,828,0,19,0,Silver,50,Solo
18,1225,17,887,0,7,6,Gold,50,Solo
6,1171,6,880,4,0,3,Ace,46,Solo
19,173,51,843,0,2,2,Conqueror,26,Duo
2,264,63,439,3,13,3,Platinum,6,Solo
1,1572,93,629,3,11,8,Ace,0,Solo
7,978,21,238,1,2,4,Platinum,40,Solo
12,145,44,876,4,13,1,Bronze,50,Duo
3,955,96,273,3,9,6,Gold,7,Solo
11,683,66,933,3,10,5,Conqueror,23,Duo
5,106,17,412,2,14,5,Crown,50,Squad
19,83,67,952,3,5,3,Crown,44,Squad
14,69,49,413,1,19,0,Crown,50,Solo
9,1103,81,558,4,14,3,Platinum,31,Duo
4,201,49,236,1,7,7,Conqueror,44,Squad
18,1763,14,382,2,8,9,Ace,50,Duo
13,153,60,924,4,9,8,Diamond,43,Squad
15,997,99,912,2,17,1,Ace,50,Squad
5,1816,21,609,0,3,9,Diamond,46,Duo
6,196,17,72,1,7,1,Diamond,40,Solo
10,1648,30,522,0,12,3,Conqueror,50,Solo
15,927,38,433,2,16,8,Ace,50,Duo
13,173,36,242,0,13,1,Gold,50,Duo
5,465,96,310,1,5,0,Platinum,-6,Solo
6,851,55,652,1,4,6,Crown,0,Duo
2,1457,58,718,4,16,5,Conqueror,6,Duo
18,910,13,212,0,5,4,Ace,50,Solo
15,1334,25,188,1,7,0,Conqueror,50,Squad
3,1389,59,583,3,15,5,Crown,13,Duo
17,1312,27,652,4,7,5,Conqueror,50,Solo
0,1811,15,295,2,3,4,Conqueror,14,Squad
12,1467,13,695,2,0,4,Silver,50,Solo
15,277,12,44,2,11,6,Platinum,50,Solo
1,1586,61,572,0,14,8,Bronze,22,Squad
10,1697,56,926,1,18,5,Diamond,49,Squad
4,1127,17,106,3,4,7,Crown,43,Squad
5,758,76,116,3,18,7,Gold,36,Duo
0,556,55,301,2,11,7,Diamond,-1,Squad
15,136,5,794,2,19,3,Ace,50,Squad
13,436,19,296,0,4,7,Crown,50,Solo
6,361,13,476,1,0,2,Conqueror,25,Squad
9,1714,76,776,0,3,8,Silver,22,Squad
5,722,18,305,3,12,7,Conqueror,50,Solo
15,810,12,5,2,10,6,Platinum,50,Squad
16,916,87,82,2,12,9,Conqueror,50,Squad
10,1824,83,636,0,13,7,Crown,32,Solo
0,182,95,846,3,12,0,Silver,-3,Duo
3,449,55,934,2,14,8,Gold,24,Squad
12,494,95,43,3,13,0,Bronze,44,Squad
15,1078,61,777,3,17,6,Crown,50,Squad
6,1328,62,426,1,1,6,Silver,2,Duo
16,1356,60,213,3,5,1,Gold,30,Solo
16,1507,51,622,4,19,8,Conqueror,50,Solo
13,474,68,527,4,5,2,Ace,18,Squad
11,1452,99,98,0,15,9,Platinum,50,Squad
1,1120,66,869,4,8,0,Ace,-18,Solo
14,1277,31,151,0,19,3,Gold,50,Squad
15,1866,96,926,4,18,7,Ace,50,Duo
13,1516,50,453,4,3,1,Platinum,50,Squad
18,183,96,408,0,9,8,Gold,50,Duo
2,1529,28,989,1,0,2,Conqueror,11,Squad
16,547,8,904,0,11,2,Conqueror,50,Squad
2,1774,60,563,1,5,6,Diamond,-10,Squad
3,745,76,215,2,0,9,Gold,-6,Solo
18,1766,73,915,1,15,7,Platinum,50,Duo
17,372,55,658,2,10,5,Crown,44,Solo
16,1915,28,438,1,4,1,Bronze,50,Squad
10,334,99,231,4,8,8,Ace,25,Squad
4,18,65,469,4,7,7,Ace,0,Solo
3,469,17,247,0,19,6,Silver,50,Squad
3,110,81,384,2,4,7,Crown,-8,Duo
4,926,46,748,3,6,0,Bronze,47,Squad
7,1445,55,372,4,16,1,Bronze,35,Squad
14,312,58,313,4,6,7,Gold,36,Solo
19,1778,40,271,4,4,7,Conqueror,50,Squad
17,360,100,275,3,3,2,Gold,31,Solo
17,986,65,742,1,16,5,Ace,50,Duo
5,479,87,610,2,8,1,Crown,-3,Squad
15,1988,41,387,0,4,4,Conqueror,50,Solo
12,1289,50,459,0,0,1,Ace,49,Squad
2,1366,18,315,2,3,6,Crown,29,Duo
8,382,34,822,4,19,5,Platinum,50,Squad
8,507,57,88,0,0,7,Crown,-1,Duo
1,577,57,183,4,10,5,Silver,4,Squad
12,502,2,5,4,10,8,Conqueror,50,Squad
7,645,84,209,2,6,1,Crown,0,Solo
12,696,1,656,3,16,6,Silver,50,Squad
16,1857,59,801,1,5,4,Silver,41,Duo
17,1209,99,882,3,0,0,Platinum,20,Solo
8,1045,8,338,4,6,7,Ace,50,Squad
9,1007,77,406,0,9,0,Crown,10,Solo
19,1638,95,192,3,17,7,Diamond,50,Duo
17,936,21,209,4,3,0,Bronze,50,Solo
16,1758,55,746,3,6,6,Crown,37,Duo
4,626,2,537,2,14,6,Bronze,50,Solo
5,1426,59,918,2,10,1,Diamond,4,Solo
10,1753,56,383,1,4,0,Gold,9,Solo
2,984,75,474,2,5,0,Conqueror,-26,Duo
10,822,10,431,0,0,3,Ace,50,Solo
4,480,14,604,0,18,6,Diamond,50,Solo
7,846,17,887,2,9,8,Silver,50,Duo
15,821,26,655,2,11,9,Ace,50,Squad
7,845,43,862,0,14,0,Diamond,50,Solo
0,1171,36,176,1,16,0,Ace,35,Solo
10,690,84,195,4,5,9,Silver,26,Solo
17,1379,33,407,1,3,4,Silver,50,Duo
0,1807,40,678,1,10,4,Gold,37,Solo
8,244,29,119,4,11,5,Silver,50,Duo
15,1518,2,162,0,8,7,Crown,50,Duo
12,1946,38,176,1,17,2,Diamond,50,Duo
15,670,52,792,1,12,1,Crown,39,Duo
5,320,84,242,3,12,4,Diamond,13,Duo
2,1293,83,120,4,8,8,Bronze,9,Solo
0,1328,44,357,4,14,4,Ace,41,Duo
3,371,45,212,2,3,5,Bronze,41,Duo
5,162,17,49,1,11,4,Silver,50,Solo
16,1084,86,245,3,17,0,Bronze,50,Squad
9,855,13,907,1,14,7,Gold,50,Solo
11,939,73,163,0,2,1,Ace,2,Duo
11,705,43,125,1,10,7,Diamond,50,Solo
1,1239,92,434,3,14,4,Conqueror,-3,Solo
2,923,97,854,1,1,9,Diamond,-14,Squad
15,1713,89,351,1,13,8,Diamond,50,Duo
18,235,59,587,2,19,1,Silver,50,Squad
17,1717,37,959,3,9,7,Ace,50,Squad
18,1886,7,625,2,3,3,Bronze,50,Duo
2,1831,87,830,0,18,1,Crown,8,Solo
9,1175,89,856,2,4,5,Diamond,11,Squad
7,349,35,917,2,4,9,Bronze,50,Solo
10,755,87,618,0,17,8,Diamond,50,Squad
1,1088,5,100,4,6,8,Silver,50,Squad
